imagem_id,box_index,area_px,area_640_px
10.05.2022-11-13-08,0,5612,623.6
10.05.2022-11-13-08,1,464,51.6
10.05.2022-11-15-48,0,22048,2449.8
10.05.2022-11-15-48,1,741,82.3
10.05.2022-11-15-48,2,1800,200.0
10.05.2022-11-15-48,3,1287,143.0
10.05.2022-11-15-48,4,5043,560.3
10.05.2022-11-15-48,5,4131,459.0
10.05.2022-11-15-48,6,5969,663.2
10.05.2022-11-15-48,7,5104,567.1
10.05.2022-11-15-48,8,4018,446.4
10.05.2022-11-15-48,9,1496,166.2
10.05.2022-11-15-48,10,3876,430.7
10.05.2022-11-15-48,11,2772,308.0
10.05.2022-13-31-39,0,576,64.0
10.05.2022-13-31-56,0,1364,151.6
10.05.2022-13-33-39,0,630,70.0
10.05.2022-13-33-39,1,2360,262.2
10.05.2022-13-34-49,0,7986,887.3
10.05.2022-13-34-49,1,800,88.9
10.05.2022-13-36-00,0,775,86.1
10.05.2022-13-36-35,0,28512,3168.0
10.05.2022-13-36-35,1,1395,155.0
10.05.2022-13-36-48,0,2970,330.0
10.05.2022-13-37-48,0,2695,299.4
10.05.2022-13-38-28,0,4130,458.9
10.05.2022-13-40-03,0,540,60.0
10.05.2022-13-40-03,2,1140,126.7
10.05.2022-13-44-05,0,1242,138.0
10.05.2022-13-44-05,1,4802,533.6
10.05.2022-13-44-05,2,408,45.3
10.05.2022-13-47-14,0,3392,376.9
10.05.2022-13-47-14,1,1144,127.1
10.05.2022-13-47-14,2,966,107.3
10.05.2022-13-47-14,3,2345,260.6
10.05.2022-13-48-31,0,7239,804.3
10.05.2022-13-48-31,1,1040,115.6
10.05.2022-13-48-31,2,3478,386.4
10.05.2022-13-49-11,0,4914,546.0
10.05.2022-13-49-11,1,9453,1050.3
10.05.2022-13-49-11,2,1340,148.9
10.05.2022-13-53-33,0,2233,248.1
10.05.2022-13-53-33,1,429,47.7
10.05.2022-14-02-02,0,1273,141.4
10.05.2022-14-02-02,2,2068,229.8
10.05.2022-14-04-10,0,4026,447.3
10.05.2022-14-04-10,1,2116,235.1
10.05.2022-14-04-48,0,5846,649.6
10.05.2022-14-04-48,1,3105,345.0
10.05.2022-14-04-48,2,792,88.0
10.05.2022-14-07-01,0,10251,1139.0
10.05.2022-14-08-00,0,4680,520.0
10.05.2022-14-08-00,1,648,72.0
10.05.2022-15-37-12,0,812,90.2
10.05.2022-15-37-12,1,1044,116.0
10.05.2022-15-37-12,2,4418,490.9
10.05.2022-15-37-12,3,5265,585.0
10.05.2022-15-37-12,4,4160,462.2
10.05.2022-15-37-12,5,574,63.8
10.05.2022-15-37-12,6,4720,524.4
10.05.2022-15-37-12,7,4185,465.0
10.05.2022-15-37-12,8,8344,927.1
10.05.2022-15-42-49,0,13065,1451.7
10.05.2022-15-42-49,1,15576,1730.7
10.05.2022-15-42-49,2,8379,931.0
10.05.2022-15-42-49,3,8940,993.3
10.05.2022-15-42-49,4,32967,3663.0
10.05.2022-15-42-49,5,23136,2570.7
10.05.2022-15-42-49,6,14338,1593.1
10.05.2022-15-42-49,7,7137,793.0
10.05.2022-15-42-49,8,11748,1305.3
10.05.2022-15-51-02,0,23200,2577.8
10.05.2022-15-51-02,1,6020,668.9
10.05.2022-15-51-02,2,4606,511.8
10.05.2022-15-51-02,3,4512,501.3
10.05.2022-15-51-02,4,7935,881.7
10.05.2022-15-51-02,5,3588,398.7
10.05.2022-15-51-02,6,1920,213.3
10.05.2022-15-51-02,7,1836,204.0
10.05.2022-15-51-02,8,9394,1043.8
10.05.2022-15-51-02,9,4185,465.0
10.05.2022-15-51-02,10,4160,462.2
10.05.2022-15-51-02,11,3816,424.0
10.05.2022-15-51-02,12,3528,392.0
10.05.2022-15-51-02,13,1020,113.3
10.05.2022-15-51-02,14,4446,494.0
10.05.2022-15-51-02,15,384,42.7
10.05.2022-15-51-02,16,5863,651.4
10.05.2022-15-54-45,0,11591,1287.9
10.05.2022-15-54-45,1,3318,368.7
10.05.2022-15-54-45,2,5060,562.2
10.05.2022-15-54-45,3,3294,366.0
10.05.2022-15-54-45,4,4425,491.7
10.05.2022-15-54-45,5,950,105.6
10.05.2022-15-54-45,6,4674,519.3
10.05.2022-15-54-45,7,2226,247.3
10.05.2022-15-54-45,8,5360,595.6
10.05.2022-15-54-45,9,13826,1536.2
10.05.2022-15-54-45,10,7203,800.3
10.05.2022-15-54-45,11,690,76.7
10.05.2022-15-56-41,0,15820,1757.8
10.05.2022-15-56-41,1,7290,810.0
10.05.2022-15-56-41,2,5472,608.0
10.05.2022-15-56-41,3,3630,403.3
10.05.2022-15-56-41,4,4012,445.8
10.05.2022-15-56-41,5,2968,329.8
10.05.2022-15-56-41,6,4731,525.7
10.05.2022-15-56-41,7,1066,118.4
10.05.2022-15-56-41,8,3696,410.7
10.05.2022-15-56-41,9,3198,355.3
10.05.2022-15-56-41,10,11375,1263.9
10.05.2022-16-00-30,0,3869,429.9
10.05.2022-16-00-30,1,416,46.2
10.05.2022-16-00-30,2,882,98.0
10.05.2022-16-00-30,3,1512,168.0
10.05.2022-16-00-30,4,1575,175.0
10.05.2022-16-00-30,5,975,108.3
10.05.2022-16-17-57,0,2112,234.7
10.05.2022-16-17-57,1,2324,258.2
10.05.2022-16-20-04,0,5264,584.9
10.05.2022-16-20-04,1,5805,645.0
10.05.2022-16-20-04,2,7360,817.8
10.05.2022-16-21-21,0,6720,746.7
10.05.2022-16-21-21,1,592,65.8
10.05.2022-16-22-41,0,12900,1433.3
11.05.2022-13-48-06,1,15958,1773.1
11.05.2022-13-49-17,2,480,53.3
11.05.2022-13-49-17,3,3150,350.0
11.05.2022-13-49-17,4,1647,183.0
11.05.2022-13-50-21,0,2304,256.0
11.05.2022-13-50-21,1,4601,511.2
11.05.2022-13-50-21,2,2156,239.6
11.05.2022-13-50-21,3,420,46.7
11.05.2022-13-50-21,4,820,91.1
11.05.2022-13-51-28,0,648,72.0
11.05.2022-13-51-28,1,3192,354.7
11.05.2022-13-51-28,2,2128,236.4
11.05.2022-13-51-28,3,3900,433.3
11.05.2022-13-51-28,4,2673,297.0
11.05.2022-13-57-38,0,880,97.8
11.05.2022-13-57-38,1,15555,1728.3
11.05.2022-14-11-05,0,3720,413.3
11.05.2022-14-11-05,1,1632,181.3
11.05.2022-14-11-05,2,1881,209.0
11.05.2022-14-11-05,3,3102,344.7
11.05.2022-14-11-05,4,3127,347.4
11.05.2022-14-11-05,5,2432,270.2
11.05.2022-14-11-05,6,2726,302.9
11.05.2022-14-11-05,7,2668,296.4
11.05.2022-14-11-05,8,2432,270.2
11.05.2022-14-11-05,9,2754,306.0
11.05.2022-14-11-05,10,2016,224.0
11.05.2022-14-11-05,11,2494,277.1
11.05.2022-14-11-05,12,3021,335.7
11.05.2022-14-11-05,13,2880,320.0
11.05.2022-14-11-05,14,1120,124.4
11.05.2022-14-11-05,15,2000,222.2
11.05.2022-14-11-05,16,1014,112.7
11.05.2022-14-12-29,0,12948,1438.7
11.05.2022-14-12-29,1,16296,1810.7
11.05.2022-14-12-29,2,20502,2278.0
11.05.2022-14-13-13,0,5985,665.0
11.05.2022-14-13-13,1,8833,981.4
11.05.2022-14-13-13,2,10934,1214.9
11.05.2022-14-14-35,0,29645,3293.9
11.05.2022-14-14-57,0,13120,1457.8
11.05.2022-14-15-18,0,7080,786.7
11.05.2022-14-15-54,0,4002,444.7
11.05.2022-14-15-54,1,2412,268.0
11.05.2022-14-15-54,2,2475,275.0
11.05.2022-14-16-59,0,756,84.0
11.05.2022-14-16-59,1,945,105.0
11.05.2022-14-18-39,0,26010,2890.0
11.05.2022-14-18-39,2,486,54.0
11.05.2022-14-20-19,1,13715,1523.9
11.05.2022-14-20-19,2,533,59.2
11.05.2022-14-24-47,0,2278,253.1
11.05.2022-14-24-47,1,14773,1641.4
11.05.2022-15-07-04,0,4264,473.8
11.05.2022-15-07-04,1,3034,337.1
11.05.2022-15-09-21,0,4646,516.2
11.05.2022-15-09-55,0,1988,220.9
11.05.2022-15-16-07,0,2695,299.4
11.05.2022-15-16-07,1,5402,600.2
11.05.2022-15-16-47,0,6970,774.4
11.05.2022-15-17-07,0,3854,428.2
11.05.2022-15-18-18,0,2470,274.4
11.05.2022-15-21-17,0,648,72.0
11.05.2022-15-21-17,1,4982,553.6
11.05.2022-15-21-51,1,2065,229.4
11.05.2022-15-23-16,0,812,90.2
11.05.2022-15-23-16,1,666,74.0
11.05.2022-15-23-43,0,1278,142.0
11.05.2022-15-23-43,1,966,107.3
11.05.2022-15-24-16,0,2176,241.8
11.05.2022-15-25-59,0,12070,1341.1
11.05.2022-16-05-57,0,3375,375.0
11.05.2022-16-05-57,1,400,44.4
11.05.2022-16-05-57,3,341,37.9
11.07.2022-09-42-25,0,4026,447.3
11.07.2022-09-43-17,0,7812,868.0
11.07.2022-09-48-42,0,14520,1613.3
11.07.2022-09-49-14,0,24346,2705.1
11.07.2022-09-49-45,0,40100,4455.6
11.07.2022-10-24-36,0,16188,1798.7
11.07.2022-10-24-36,1,1420,157.8
11.07.2022-10-26-56,0,7155,795.0
11.07.2022-10-26-56,1,528,58.7
11.07.2022-10-27-27,0,726,80.7
11.07.2022-10-27-27,1,10976,1219.6
11.07.2022-10-28-29,0,2346,260.7
11.07.2022-10-28-29,1,31031,3447.9
11.07.2022-10-32-45,0,1645,182.8
11.07.2022-10-32-45,1,656,72.9
11.07.2022-10-32-45,2,1961,217.9
11.07.2022-10-45-41,0,990,110.0
11.07.2022-10-45-41,2,891,99.0
11.07.2022-10-45-41,3,1080,120.0
11.07.2022-10-45-41,4,6320,702.2
11.07.2022-10-45-41,5,651,72.3
11.07.2022-10-45-41,7,10640,1182.2
11.07.2022-10-56-41,0,4940,548.9
11.07.2022-10-57-41,0,22680,2520.0
11.07.2022-11-08-34,0,629,69.9
11.07.2022-11-08-34,1,420,46.7
11.07.2022-11-09-09,0,2829,314.3
11.07.2022-11-09-25,0,5828,647.6
11.07.2022-11-21-42,0,21627,2403.0
11.07.2022-11-21-42,1,1134,126.0
11.07.2022-14-07-42,0,8970,996.7
11.07.2022-14-07-42,1,350,38.9
11.07.2022-14-07-42,2,396,44.0
11.07.2022-14-07-42,4,777,86.3
11.07.2022-14-10-15,0,22533,2503.7
11.07.2022-14-10-15,1,902,100.2
11.07.2022-14-12-17,0,37191,4132.3
11.07.2022-14-12-17,1,2535,281.7
11.07.2022-14-12-17,2,456,50.7
11.07.2022-14-13-17,0,2752,305.8
11.07.2022-14-13-17,1,2232,248.0
11.07.2022-14-13-17,2,37346,4149.6
11.07.2022-14-13-17,3,570,63.3
11.07.2022-14-14-13,0,2583,287.0
11.07.2022-14-14-13,1,2412,268.0
11.07.2022-14-31-44,0,560,62.2
11.07.2022-14-31-44,2,1104,122.7
11.07.2022-14-32-58,0,1342,149.1
11.07.2022-14-32-58,1,3276,364.0
11.07.2022-14-32-58,2,480,53.3
11.07.2022-14-32-58,3,408,45.3
11.07.2022-14-32-58,4,374,41.6
11.07.2022-14-32-58,5,396,44.0
11.07.2022-14-34-00,0,510,56.7
11.07.2022-14-34-00,1,464,51.6
11.07.2022-14-38-24,0,429,47.7
11.07.2022-14-38-24,1,1224,136.0
11.07.2022-14-38-24,2,1330,147.8
11.07.2022-14-38-24,3,946,105.1
11.07.2022-14-38-24,4,928,103.1
11.07.2022-14-39-44,0,1739,193.2
11.07.2022-14-39-44,1,2460,273.3
11.07.2022-14-39-44,2,680,75.6
11.07.2022-14-39-44,3,1443,160.3
11.07.2022-14-39-44,4,1890,210.0
11.07.2022-14-50-19,0,754,83.8
11.07.2022-14-50-19,1,621,69.0
11.07.2022-14-50-19,2,4080,453.3
11.07.2022-15-42-47,0,48339,5371.0
11.07.2022-15-43-01,0,35256,3917.3
11.07.2022-15-43-18,0,19350,2150.0
11.07.2022-15-43-38,0,10388,1154.2
11.07.2022-15-44-07,0,8160,906.7
11.07.2022-15-44-25,0,4550,505.6
11.07.2022-15-44-52,0,2828,314.2
11.07.2022-15-45-30,0,1292,143.6
11.07.2022-15-45-30,1,6162,684.7
11.07.2022-15-48-44,0,10584,1176.0
11.07.2022-15-49-18,0,9891,1099.0
11.07.2022-15-49-53,0,4536,504.0
11.07.2022-15-51-30,0,1464,162.7
11.07.2022-15-51-30,1,2688,298.7
11.07.2022-15-51-56,0,1200,133.3
11.07.2022-15-51-56,1,2295,255.0
11.07.2022-15-52-18,0,840,93.3
11.07.2022-15-52-18,1,1394,154.9
11.07.2022-15-55-24,0,28006,3111.8
11.07.2022-15-55-46,0,25215,2801.7
11.07.2022-15-56-00,0,19729,2192.1
11.07.2022-15-56-11,0,19780,2197.8
11.07.2022-15-56-35,0,11049,1227.7
11.07.2022-15-58-01,0,400,44.4
11.07.2022-15-58-01,1,575,63.9
11.07.2022-15-58-01,2,2660,295.6
11.07.2022-15-58-01,3,6372,708.0
11.07.2022-15-59-35,0,3864,429.3
11.07.2022-15-59-35,2,342,38.0
11.07.2022-15-59-35,3,1740,193.3
11.07.2022-16-03-51,0,1272,141.3
11.07.2022-16-03-51,1,1980,220.0
11.07.2022-16-03-51,2,4186,465.1
11.07.2022-16-03-51,3,1890,210.0
11.07.2022-16-05-06,0,3666,407.3
11.07.2022-16-05-06,1,2660,295.6
11.07.2022-16-05-06,2,2440,271.1
11.07.2022-16-05-06,3,768,85.3
11.07.2022-16-08-20,0,1326,147.3
11.07.2022-16-08-20,1,464,51.6
11.07.2022-16-08-20,2,434,48.2
11.07.2022-16-11-52,0,440,48.9
11.07.2022-16-11-52,2,702,78.0
11.07.2022-16-11-52,3,644,71.6
11.07.2022-16-11-52,4,455,50.6
11.07.2022-16-12-59,0,1116,124.0
11.07.2022-16-12-59,1,1482,164.7
11.07.2022-16-12-59,2,2745,305.0
11.07.2022-16-12-59,3,1054,117.1
12.04.2022-08-43-34,0,19669,2185.4
12.04.2022-08-43-34,1,6699,744.3
12.04.2022-08-43-34,2,1161,129.0
12.04.2022-08-43-51,0,48870,5430.0
12.04.2022-08-46-51,0,7506,834.0
12.04.2022-08-46-51,1,20424,2269.3
12.04.2022-08-46-51,2,1650,183.3
12.04.2022-08-46-51,3,1302,144.7
12.04.2022-09-08-33,0,10728,1192.0
12.04.2022-09-08-33,1,33066,3674.0
12.04.2022-09-09-40,0,1860,206.7
12.04.2022-09-09-40,1,390,43.3
12.04.2022-09-09-40,2,5000,555.6
12.04.2022-09-09-40,3,4972,552.4
12.04.2022-09-24-10,0,2050,227.8
12.04.2022-09-24-10,1,1947,216.3
12.04.2022-09-24-10,2,624,69.3
12.04.2022-09-24-10,3,3192,354.7
12.04.2022-09-24-10,4,2585,287.2
12.04.2022-09-24-10,5,1428,158.7
12.04.2022-09-24-10,6,1372,152.4
12.04.2022-09-24-10,7,3266,362.9
12.04.2022-09-24-10,8,3570,396.7
12.04.2022-09-24-10,9,1598,177.6
12.04.2022-09-24-10,10,1050,116.7
12.04.2022-09-24-10,11,1333,148.1
12.04.2022-09-24-10,13,459,51.0
12.04.2022-09-24-10,14,399,44.3
12.04.2022-09-24-10,15,1200,133.3
12.04.2022-09-24-10,16,968,107.6
12.04.2022-09-26-52,0,1944,216.0
12.04.2022-09-26-52,1,4500,500.0
12.04.2022-09-26-52,2,3504,389.3
12.04.2022-09-26-52,3,1248,138.7
12.04.2022-09-26-52,4,3168,352.0
12.04.2022-09-26-52,5,1230,136.7
12.04.2022-09-26-52,6,1120,124.4
12.04.2022-09-28-12,0,3713,412.6
12.04.2022-09-28-12,1,2964,329.3
12.04.2022-09-28-12,2,5452,605.8
12.04.2022-09-28-12,3,1674,186.0
12.04.2022-09-32-50,1,750,83.3
12.04.2022-09-32-50,2,918,102.0
12.04.2022-09-32-50,3,1120,124.4
12.04.2022-09-36-09,0,975,108.3
12.04.2022-09-36-09,1,4068,452.0
12.04.2022-09-36-55,0,5040,560.0
12.04.2022-09-36-55,1,5640,626.7
12.04.2022-09-36-55,2,4872,541.3
12.04.2022-09-37-58,0,3672,408.0
12.04.2022-09-40-51,0,4264,473.8
12.04.2022-09-40-51,1,1102,122.4
12.04.2022-09-40-51,2,1802,200.2
12.04.2022-09-43-22,0,1334,148.2
12.04.2022-09-43-22,1,420,46.7
12.04.2022-09-43-22,2,546,60.7
12.04.2022-09-43-22,3,551,61.2
12.04.2022-09-43-22,4,667,74.1
12.04.2022-09-48-01,0,6825,758.3
12.04.2022-09-48-01,1,1881,209.0
12.04.2022-09-48-01,2,2436,270.7
12.04.2022-09-48-48,0,11088,1232.0
12.04.2022-09-50-20,0,780,86.7
12.04.2022-09-50-20,1,1798,199.8
12.04.2022-09-50-20,2,1770,196.7
12.04.2022-09-50-20,3,3312,368.0
12.04.2022-09-50-47,0,3528,392.0
12.04.2022-09-50-47,1,2772,308.0
12.04.2022-09-51-28,0,1600,177.8
12.04.2022-09-51-28,1,1782,198.0
12.04.2022-09-51-28,2,561,62.3
12.04.2022-09-51-28,3,522,58.0
12.04.2022-09-52-19,0,1296,144.0
12.04.2022-09-52-19,1,3000,333.3
12.04.2022-09-52-19,2,1664,184.9
12.04.2022-09-52-19,3,1848,205.3
12.04.2022-09-52-19,4,1431,159.0
12.04.2022-09-53-08,0,448,49.8
12.04.2022-09-53-08,1,1457,161.9
12.04.2022-09-53-08,2,720,80.0
12.04.2022-09-53-08,3,646,71.8
12.04.2022-09-53-08,4,779,86.6
12.04.2022-09-55-09,0,891,99.0
12.04.2022-09-55-09,1,740,82.2
12.04.2022-09-55-09,2,943,104.8
12.04.2022-09-55-09,3,392,43.6
12.04.2022-09-55-09,5,476,52.9
12.04.2022-09-58-42,0,9035,1003.9
12.04.2022-09-58-42,1,975,108.3
12.04.2022-09-58-42,2,888,98.7
12.04.2022-09-58-42,3,17374,1930.4
12.04.2022-09-59-23,0,2108,234.2
12.04.2022-09-59-23,1,1276,141.8
12.04.2022-09-59-23,2,5070,563.3
12.04.2022-10-01-25,0,15496,1721.8
12.04.2022-10-01-25,1,5952,661.3
12.04.2022-10-01-25,2,1677,186.3
12.04.2022-10-01-25,3,828,92.0
12.04.2022-10-01-25,4,3666,407.3
12.04.2022-10-01-25,5,8820,980.0
12.04.2022-10-01-25,6,2520,280.0
12.04.2022-10-01-25,7,2600,288.9
12.04.2022-10-01-25,8,3910,434.4
12.04.2022-10-01-25,9,1462,162.4
12.04.2022-10-04-14,0,28644,3182.7
12.04.2022-10-04-14,1,700,77.8
12.04.2022-10-04-14,2,14162,1573.6
12.04.2022-10-04-14,3,40906,4545.1
12.04.2022-10-04-14,4,9810,1090.0
12.04.2022-10-04-14,5,572,63.6
12.04.2022-10-04-14,8,4095,455.0
12.04.2022-10-04-14,9,1848,205.3
12.04.2022-10-04-14,10,5929,658.8
12.04.2022-10-04-14,11,5767,640.8
12.04.2022-10-04-14,12,8925,991.7
12.04.2022-10-04-14,13,4898,544.2
12.04.2022-10-05-52,0,9576,1064.0
12.04.2022-10-05-52,1,10062,1118.0
12.04.2022-10-05-52,2,5712,634.7
12.04.2022-10-05-52,3,8320,924.4
12.04.2022-10-05-52,4,6831,759.0
12.04.2022-10-05-52,5,5440,604.4
12.04.2022-10-05-52,6,5450,605.6
12.04.2022-10-05-52,7,3312,368.0
12.04.2022-10-06-44,0,8883,987.0
12.04.2022-10-06-44,1,17480,1942.2
12.04.2022-10-07-34,0,3182,353.6
12.04.2022-10-07-34,1,3431,381.2
12.04.2022-10-08-19,0,1188,132.0
12.04.2022-10-08-19,1,1666,185.1
12.04.2022-10-08-19,2,646,71.8
12.04.2022-10-09-29,0,5000,555.6
12.04.2022-10-13-48,0,2535,281.7
12.04.2022-10-13-48,1,4964,551.6
12.04.2022-10-18-12,0,28623,3180.3
12.04.2022-10-18-12,1,10208,1134.2
12.04.2022-10-18-12,2,10400,1155.6
12.04.2022-10-18-12,3,588,65.3
12.04.2022-10-18-12,4,396,44.0
12.04.2022-10-18-12,5,1989,221.0
12.04.2022-10-18-12,6,4116,457.3
12.04.2022-10-18-12,7,4067,451.9
12.04.2022-10-18-12,8,957,106.3
12.04.2022-10-18-12,9,1092,121.3
12.04.2022-10-43-34,0,2091,232.3
12.04.2022-10-43-34,1,1125,125.0
12.04.2022-10-43-34,2,390,43.3
12.04.2022-10-43-34,3,4066,451.8
12.04.2022-10-44-22,0,1518,168.7
12.04.2022-10-44-22,1,1624,180.4
12.04.2022-10-44-22,2,646,71.8
12.04.2022-10-45-03,0,2821,313.4
12.04.2022-10-45-03,1,3182,353.6
12.04.2022-10-45-03,2,1890,210.0
12.04.2022-10-45-03,3,900,100.0
12.04.2022-10-46-42,0,1749,194.3
12.04.2022-10-46-42,1,627,69.7
12.04.2022-10-46-42,2,2788,309.8
12.04.2022-10-51-10,0,792,88.0
12.04.2022-10-51-10,1,391,43.4
12.04.2022-10-51-10,2,368,40.9
12.04.2022-10-51-10,3,6497,721.9
12.04.2022-10-51-10,4,2821,313.4
12.04.2022-10-51-10,5,527,58.6
12.04.2022-10-51-10,6,432,48.0
12.04.2022-10-57-32,0,6386,709.6
12.04.2022-10-57-32,2,6321,702.3
12.04.2022-10-57-32,3,1550,172.2
12.04.2022-10-57-32,4,1560,173.3
12.04.2022-10-57-32,5,1748,194.2
12.04.2022-10-57-32,6,15000,1666.7
12.04.2022-10-58-59,0,493,54.8
12.04.2022-10-58-59,1,4365,485.0
12.04.2022-10-58-59,2,3344,371.6
12.04.2022-10-58-59,3,1224,136.0
12.04.2022-10-58-59,4,352,39.1
12.04.2022-10-58-59,5,1166,129.6
12.04.2022-10-58-59,6,1240,137.8
12.04.2022-11-01-01,0,3825,425.0
12.04.2022-11-01-01,1,720,80.0
12.04.2022-11-05-33,0,3348,372.0
12.04.2022-11-05-33,1,4738,526.4
12.04.2022-11-05-33,2,27885,3098.3
12.04.2022-11-05-33,3,2552,283.6
12.04.2022-11-07-41,0,6762,751.3
12.04.2022-11-07-41,1,2340,260.0
12.04.2022-11-07-41,2,1736,192.9
12.04.2022-11-07-41,3,2730,303.3
12.04.2022-11-07-41,4,2450,272.2
12.04.2022-11-07-41,5,2054,228.2
12.04.2022-11-07-41,6,6579,731.0
12.04.2022-11-07-41,7,4860,540.0
12.04.2022-11-07-41,8,2178,242.0
12.04.2022-11-09-37,0,15225,1691.7
12.04.2022-11-09-37,1,14378,1597.6
12.04.2022-11-10-58,0,45149,5016.6
12.04.2022-11-10-58,1,13516,1501.8
12.04.2022-11-10-58,2,18684,2076.0
12.04.2022-11-10-58,3,12240,1360.0
12.04.2022-13-22-48,0,25628,2847.6
12.04.2022-13-22-48,1,561,62.3
12.04.2022-13-23-37,0,5100,566.7
12.04.2022-13-27-48,0,5005,556.1
12.04.2022-13-27-48,1,2640,293.3
12.04.2022-13-27-48,2,7519,835.4
12.04.2022-13-27-48,3,1624,180.4
12.04.2022-13-27-48,4,6848,760.9
12.04.2022-13-27-48,5,3648,405.3
12.04.2022-13-27-48,7,575,63.9
12.04.2022-13-29-12,0,5850,650.0
12.04.2022-13-29-12,1,13616,1512.9
12.04.2022-13-29-12,2,32736,3637.3
12.04.2022-13-29-12,3,448,49.8
12.04.2022-13-29-12,4,836,92.9
12.04.2022-13-29-12,5,663,73.7
12.04.2022-13-29-12,6,4181,464.6
12.04.2022-13-30-24,0,3510,390.0
12.04.2022-13-30-24,1,2368,263.1
12.04.2022-13-30-24,2,1140,126.7
12.04.2022-13-31-34,1,3465,385.0
12.04.2022-13-31-34,2,4700,522.2
12.04.2022-13-37-39,0,12482,1386.9
12.04.2022-13-37-39,2,8400,933.3
12.04.2022-13-39-30,0,42074,4674.9
12.04.2022-13-39-30,1,3608,400.9
12.04.2022-13-39-30,2,35084,3898.2
12.04.2022-13-41-16,0,483,53.7
12.04.2022-13-41-16,1,3618,402.0
12.04.2022-13-41-16,2,1500,166.7
12.04.2022-13-41-16,3,2291,254.6
12.04.2022-13-43-26,0,2130,236.7
12.04.2022-13-43-26,1,8928,992.0
12.04.2022-13-51-05,0,570,63.3
12.04.2022-13-51-05,2,986,109.6
12.04.2022-14-22-25,0,6510,723.3
12.04.2022-14-22-25,1,23463,2607.0
12.04.2022-14-22-25,2,31871,3541.2
12.04.2022-14-22-25,3,620,68.9
12.04.2022-14-23-39,0,2088,232.0
12.04.2022-14-23-39,1,12012,1334.7
12.04.2022-14-23-39,3,9280,1031.1
12.04.2022-14-24-51,0,2494,277.1
12.04.2022-14-24-51,1,798,88.7
12.04.2022-14-28-19,0,28250,3138.9
12.04.2022-14-28-19,1,3306,367.3
12.04.2022-14-31-18,1,6615,735.0
12.04.2022-14-31-18,2,5040,560.0
12.04.2022-14-31-18,3,11528,1280.9
12.04.2022-14-37-05,0,13560,1506.7
12.04.2022-14-37-05,1,2925,325.0
12.04.2022-14-37-05,2,5330,592.2
12.04.2022-14-37-05,3,7224,802.7
12.04.2022-14-37-05,4,5832,648.0
12.04.2022-14-37-05,5,3180,353.3
12.04.2022-14-37-05,6,4860,540.0
12.04.2022-14-37-05,7,10248,1138.7
12.04.2022-14-37-05,8,360,40.0
12.04.2022-14-37-05,9,1260,140.0
12.04.2022-14-37-05,10,1521,169.0
12.04.2022-14-43-17,0,9180,1020.0
12.04.2022-14-43-17,1,12705,1411.7
12.04.2022-14-43-17,2,3240,360.0
12.04.2022-14-43-17,3,5278,586.4
12.04.2022-14-43-17,4,2544,282.7
12.04.2022-14-43-17,5,672,74.7
12.04.2022-14-43-17,6,928,103.1
12.04.2022-14-43-17,7,1225,136.1
12.04.2022-14-43-17,8,675,75.0
12.04.2022-14-43-17,9,775,86.1
12.04.2022-14-43-17,10,1173,130.3
12.04.2022-14-43-17,11,1152,128.0
12.04.2022-14-43-17,12,2346,260.7
12.04.2022-14-43-17,13,760,84.4
12.04.2022-14-43-17,14,900,100.0
12.04.2022-14-43-17,15,1209,134.3
12.04.2022-14-43-17,16,1036,115.1
12.04.2022-14-43-17,17,798,88.7
12.04.2022-14-43-17,18,2115,235.0
12.04.2022-14-43-17,19,4902,544.7
12.04.2022-14-43-17,20,702,78.0
12.04.2022-14-46-41,0,48585,5398.3
12.04.2022-14-46-41,1,2592,288.0
12.04.2022-14-46-41,2,2046,227.3
12.04.2022-14-46-41,3,1749,194.3
12.04.2022-14-46-41,4,2773,308.1
12.04.2022-14-46-41,6,1080,120.0
12.04.2022-14-52-51,0,2403,267.0
12.04.2022-14-52-51,1,2639,293.2
12.04.2022-14-52-51,2,768,85.3
12.04.2022-14-56-27,0,12384,1376.0
12.04.2022-14-56-27,1,1575,175.0
12.04.2022-14-56-27,2,1200,133.3
12.04.2022-14-56-27,3,2079,231.0
12.04.2022-14-56-27,4,810,90.0
12.04.2022-15-04-47,1,29118,3235.3
12.04.2022-15-04-47,2,22784,2531.6
12.04.2022-15-04-47,3,2208,245.3
12.04.2022-15-04-47,4,1665,185.0
12.04.2022-15-10-03,0,9306,1034.0
12.04.2022-15-10-03,1,10890,1210.0
12.04.2022-15-10-03,2,1088,120.9
12.04.2022-15-10-03,3,676,75.1
12.04.2022-15-26-31,0,21600,2400.0
12.04.2022-15-26-31,1,7693,854.8
12.04.2022-15-26-31,2,3795,421.7
12.04.2022-15-26-31,3,12549,1394.3
12.04.2022-15-26-31,4,11858,1317.6
12.04.2022-15-28-09,0,17069,1896.6
12.04.2022-15-28-09,1,817,90.8
12.04.2022-15-29-35,0,14420,1602.2
12.04.2022-15-29-35,1,736,81.8
12.04.2022-15-29-35,2,2107,234.1
12.04.2022-15-29-35,3,345,38.3
12.04.2022-15-29-35,4,580,64.4
12.04.2022-15-32-52,1,17765,1973.9
12.04.2022-15-32-52,2,29360,3262.2
12.04.2022-15-32-52,3,2726,302.9
12.04.2022-15-35-44,0,8142,904.7
12.04.2022-15-35-44,1,33440,3715.6
12.04.2022-15-35-44,2,48906,5434.0
12.04.2022-15-35-44,3,9577,1064.1
